player_name,player_class,total_raids_tracked,raids_present,raids_benched,raids_absent,last_raid_date,first_raid_date,zones_attended,attendance_rate_pct
Lebenpala,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Wiskers,DeathKnight,4,4,0,0,2025-08-31,2024-09-29,"[""Manaforge Omega"",""Liberation of Undermine"",""Nerub-ar Palace""]",100.0
Jage,Mage,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Methor,Priest,1,1,0,0,2025-03-09,2025-03-09,"[""Liberation of Undermine""]",100.0
Bubbet,Priest,1,1,0,0,2023-05-28,2023-05-28,"[""Aberrus, the Shadowed Crucible""]",100.0
Samarie,Warrior,1,1,0,0,2024-09-29,2024-09-29,"[""Nerub-ar Palace""]",100.0
Bówjab,Hunter,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Superfan,Shaman,64,64,0,0,2025-08-31,2021-01-25,"[""Castle Nathria"",""Vault of the Incarnates"",""Manaforge Omega"",""Sepulcher of the First Ones"",""Sanctum of Domination"",""Nerub-ar Palace""]",100.0
Jumanji,Druid,3,3,0,0,2021-03-21,2021-03-21,"[""Castle Nathria""]",100.0
Sugargolem,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Farranak,Paladin,1,1,0,0,2025-09-14,2025-09-14,"[""Manaforge Omega""]",100.0
Mortaa,Druid,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Matlockbath,Monk,46,46,0,0,2023-05-28,2022-12-14,"[""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible""]",100.0
Girlypop,Shaman,2,2,0,0,2024-09-18,2024-09-15,"[""Nerub-ar Palace""]",100.0
Skyhanter,DemonHunter,3,3,0,0,2026-04-08,2024-09-15,"[""Nerub-ar Palace"",""VS / DR / MQD""]",100.0
Harrowmount,Monk,3,3,0,0,2024-10-13,2024-09-29,"[""Nerub-ar Palace""]",100.0
Skadoush,Monk,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Flowzan,Warrior,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Mistífy,Rogue,21,21,0,0,2022-01-19,2021-09-15,"[""Sanctum of Domination""]",100.0
Temra,Warlock,121,121,0,0,2024-10-06,2021-04-18,"[""Amirdrassil, the Dream's Hope"",""Sepulcher of the First Ones"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Nerub-ar Palace"",""Castle Nathria"",""Sanctum of Domination""]",100.0
Pémps,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Neyaara,Paladin,155,155,0,0,2026-02-02,2023-05-31,"[""Amirdrassil, the Dream's Hope"",""Blackrock Depths"",""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Liberation of Undermine"",""Nerub-ar Palace"",""Vault of the Incarnates""]",100.0
Chryses,Paladin,2,2,0,0,2022-04-04,2022-03-30,"[""Sepulcher of the First Ones""]",100.0
Vein,Warrior,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Bloodiana,DemonHunter,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Thallise,Mage,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Frenzyy,Druid,3,3,0,0,2025-04-23,2024-05-08,"[""Amirdrassil, the Dream's Hope"",""Liberation of Undermine""]",100.0
Azrolock,Warlock,2,2,0,0,2021-09-12,2021-09-12,"[""Sanctum of Domination""]",100.0
Pavlodik,DeathKnight,1,1,0,0,2024-10-23,2024-10-23,"[""Blackrock Depths""]",100.0
Mecki,Hunter,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Proxíngs,Hunter,2,2,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Chèx,Paladin,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Chilldrink,Mage,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Elishro,Rogue,2,2,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Horve,Druid,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Hérétíc,Priest,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Cernos,Druid,2,2,0,0,2021-03-21,2021-03-21,"[""Castle Nathria""]",100.0
Nizwf,Shaman,1,1,0,0,2023-10-18,2023-10-18,"[""Aberrus, the Shadowed Crucible""]",100.0
Neutralized,Hunter,3,3,0,0,2025-08-31,2025-04-30,"[""Liberation of Undermine"",""Manaforge Omega""]",100.0
Vanillacave,Priest,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Dirtyrat,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Sankoupala,Paladin,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Alzaria,Priest,34,34,0,0,2021-04-05,2021-01-25,"[""Castle Nathria"",""Mythic+ Seasons 1 - 3""]",100.0
Obliviate,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Artegos,Paladin,1,1,0,0,2021-08-08,2021-08-08,"[""Sanctum of Domination""]",100.0
Lacamorraftw,Shaman,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Nemolock,Warlock,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Nikaea,Evoker,1,1,0,0,2023-05-28,2023-05-28,"[""Aberrus, the Shadowed Crucible""]",100.0
Tumboomy,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Xulgran,Warlock,1,1,0,0,2021-11-22,2021-11-22,"[""Sanctum of Domination""]",100.0
Melanzani,Priest,1,1,0,0,2021-07-14,2021-07-14,"[""Sanctum of Domination""]",100.0
Karlosmmh,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Isfin,Mage,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Misume,Priest,5,5,0,0,2021-03-07,2021-01-25,"[""Castle Nathria""]",100.0
Firkapleb,Hunter,1,1,0,0,2023-09-20,2023-09-20,"[""Aberrus, the Shadowed Crucible""]",100.0
Alannaria,Monk,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Kròpta,Shaman,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Inthemud,Monk,30,30,0,0,2021-03-17,2021-01-27,"[""Castle Nathria""]",100.0
Framal,Druid,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Deadrasta,DeathKnight,1,1,0,0,2025-03-25,2025-03-25,"[""Liberation of Undermine""]",100.0
Sungrave,Warlock,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Ruè,DemonHunter,1,1,0,0,2023-12-27,2023-12-27,"[""Amirdrassil, the Dream's Hope""]",100.0
Хироси,Hunter,1,1,0,0,2026-01-26,2026-01-26,"[""Manaforge Omega""]",100.0
Roalock,Warlock,12,12,0,0,2022-03-16,2021-03-07,"[""Castle Nathria"",""Sepulcher of the First Ones"",""Mythic+ Seasons 1 - 3""]",100.0
Nibånå,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Cynfael,DeathKnight,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Mordale,Druid,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Fayelina,Druid,1,1,0,0,2022-03-16,2022-03-16,"[""Sepulcher of the First Ones""]",100.0
Lêpópò,Druid,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Tiktòk,Rogue,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Mameau,Druid,1,1,0,0,2021-04-18,2021-04-18,"[""Castle Nathria""]",100.0
Sixteen,Warrior,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Wwollveriine,Druid,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Cake,Priest,1,1,0,0,2025-03-09,2025-03-09,"[""Liberation of Undermine""]",100.0
Curostyle,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Snipedamage,Mage,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Svenoz,Hunter,1,1,0,0,2024-05-13,2024-05-13,"[""Amirdrassil, the Dream's Hope""]",100.0
Olomon,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Pixls,Paladin,1,1,0,0,2024-06-05,2024-06-05,"[""Vault of the Incarnates""]",100.0
Prenerf,Monk,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Microwaves,DemonHunter,3,3,0,0,2025-07-30,2025-07-06,"[""Liberation of Undermine""]",100.0
Brewdot,Priest,1,1,0,0,2021-09-27,2021-09-27,"[""Sanctum of Domination""]",100.0
Hinvis,Warlock,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Magëstik,Priest,2,2,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Hayiate,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Willowwisp,Druid,49,49,0,0,2025-07-16,2024-09-11,"[""Nerub-ar Palace"",""Liberation of Undermine""]",100.0
Zinnee,Warlock,2,2,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Wackya,Warrior,18,18,0,0,2021-04-14,2021-01-31,"[""Castle Nathria""]",100.0
Norgramlol,Druid,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Magmatron,Mage,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Orcgasmíc,DeathKnight,1,1,0,0,2022-09-12,2022-09-12,"[""Sepulcher of the First Ones""]",100.0
Sirwaka,Shaman,1,1,0,0,2023-12-10,2023-12-10,"[""Amirdrassil, the Dream's Hope""]",100.0
Dribblering,Evoker,53,53,0,0,2024-09-15,2023-05-24,"[""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible""]",100.0
Akaerron,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Imigen,Hunter,3,3,0,0,2021-02-14,2021-02-07,"[""Castle Nathria""]",100.0
Ensumtij,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Emmié,DeathKnight,2,2,0,0,2021-07-12,2021-07-12,"[""Sanctum of Domination""]",100.0
Yearnlock,Warlock,2,2,0,0,2025-07-30,2025-07-30,"[""Liberation of Undermine""]",100.0
Krupnikforya,Paladin,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Olliegirl,DemonHunter,2,2,0,0,2024-04-29,2023-12-27,"[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",100.0
Swordofgodd,Paladin,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Drielthres,Warrior,1,1,0,0,2021-04-11,2021-04-11,"[""Castle Nathria""]",100.0
Mârdoka,Rogue,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Flaylock,Warlock,1,1,0,0,2025-03-02,2025-03-02,"[""Nerub-ar Palace""]",100.0
Codywood,Shaman,1,1,0,0,2024-10-06,2024-10-06,"[""Nerub-ar Palace""]",100.0
Alexmäe,Hunter,5,5,0,0,2023-12-10,2022-12-18,"[""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates""]",100.0
Mefirst,Priest,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Lazeenovà,Rogue,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Iziitron,Paladin,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Peperoncino,Warlock,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Demiz,Warlock,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Svedberg,Hunter,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Waldschrein,Priest,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Lockë,Shaman,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Zerodrama,Warrior,33,33,0,0,2023-06-04,2021-08-08,"[""Sanctum of Domination"",""Sepulcher of the First Ones"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates""]",100.0
Mægizk,Mage,3,3,0,0,2024-06-19,2024-06-05,"[""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",100.0
Meleepriest,Priest,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Arkejn,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Wingseb,Paladin,4,4,0,0,2024-08-19,2024-05-29,"[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",100.0
Haniêl,Druid,2,2,0,0,2021-10-06,2021-03-28,"[""Castle Nathria"",""Sanctum of Domination""]",100.0
Koriekin,Druid,22,22,0,0,2025-07-30,2025-05-18,"[""Liberation of Undermine""]",100.0
Bamoo,Druid,19,19,0,0,2025-03-19,2021-03-20,"[""Nerub-ar Palace"",""Castle Nathria"",""Sanctum of Domination"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Liberation of Undermine""]",100.0
Popelindavii,Priest,3,3,0,0,2024-09-29,2024-09-15,"[""Nerub-ar Palace""]",100.0
Daddytintin,DemonHunter,1,1,0,0,2021-04-11,2021-04-11,"[""Castle Nathria""]",100.0
Nodestro,Warlock,1,1,0,0,2022-08-24,2022-08-24,"[""Castle Nathria""]",100.0
Rheziexo,Priest,5,5,0,0,2021-09-06,2021-08-15,"[""Sanctum of Domination""]",100.0
Néfu,Shaman,1,1,0,0,2021-07-14,2021-07-14,"[""Sanctum of Domination""]",100.0
Waterfalls,Shaman,3,3,0,0,2024-09-29,2024-09-15,"[""Nerub-ar Palace""]",100.0
Gjorka,Monk,1,1,0,0,2021-04-14,2021-04-14,"[""Castle Nathria""]",100.0
Rangalår,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Gey,Shaman,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Korrâ,Shaman,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Bobstrap,Hunter,1,1,0,0,2022-09-14,2022-09-14,"[""Castle Nathria""]",100.0
Skînwalker,Druid,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Królu,Warlock,1,1,0,0,2024-10-27,2024-10-27,"[""Blackrock Depths""]",100.0
Redglaive,DemonHunter,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Mechka,Druid,2,2,0,0,2026-03-30,2026-02-02,"[""VS / DR / MQD"",""Manaforge Omega""]",100.0
Vannaheim,Paladin,1,1,0,0,2022-09-12,2022-09-12,"[""Sepulcher of the First Ones""]",100.0
Lazajin,Warlock,3,3,0,0,2024-09-16,2024-09-11,"[""Nerub-ar Palace""]",100.0
Kaleiaqt,Priest,1,1,0,0,2021-09-13,2021-09-13,"[""Sanctum of Domination""]",100.0
Manthaa,Priest,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Wukalagner,Warlock,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Tám,Hunter,7,7,0,0,2022-03-21,2022-03-02,"[""Sepulcher of the First Ones""]",100.0
Hölïtä,Hunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Johonnyb,DemonHunter,1,1,0,0,2025-03-09,2025-03-09,"[""Liberation of Undermine""]",100.0
Feardh,DemonHunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Televisions,Priest,277,277,0,0,2026-01-20,2021-07-14,"[""Sanctum of Domination"",""Vault of the Incarnates"",""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega"",""Sepulcher of the First Ones"",""Amirdrassil, the Dream's Hope"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible""]",100.0
Bladelady,Paladin,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Ghostsnvodka,Warlock,1,1,0,0,2022-09-14,2022-09-14,"[""Castle Nathria""]",100.0
Satelit,Paladin,1,1,0,0,2024-09-29,2024-09-29,"[""Nerub-ar Palace""]",100.0
Chillingbruv,DeathKnight,2,2,0,0,2021-03-07,2021-03-07,"[""Castle Nathria""]",100.0
Dredadu,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Necrolyté,Mage,1,1,0,0,2023-11-20,2023-11-20,"[""Amirdrassil, the Dream's Hope""]",100.0
Gèga,Priest,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Lúcífér,DeathKnight,14,14,0,0,2024-11-03,2023-05-21,"[""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace""]",100.0
Bii,Priest,2,2,0,0,2024-10-02,2024-09-18,"[""Nerub-ar Palace""]",100.0
Visunjê,Rogue,1,1,0,0,2023-12-10,2023-12-10,"[""Amirdrassil, the Dream's Hope""]",100.0
Pyxiela,Hunter,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Альшанди,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Aznack,Warrior,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Bennedictus,Priest,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Ilovelatinas,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Arkaine,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Bpd,Warlock,26,26,0,0,2026-03-30,2025-03-05,"[""VS / DR / MQD"",""Liberation of Undermine""]",100.0
Неровипус,DeathKnight,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Andyfeels,Warlock,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Sonotori,Mage,8,8,0,0,2021-11-17,2021-10-13,"[""Sanctum of Domination""]",100.0
ßestsacjk,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Orënne,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Hughmin,Hunter,1,1,0,0,2026-01-26,2026-01-26,"[""Manaforge Omega""]",100.0
Dähl,Druid,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Raslin,Shaman,6,6,0,0,2022-09-12,2021-04-04,"[""Castle Nathria"",""Sanctum of Domination"",""Sepulcher of the First Ones""]",100.0
Riggins,Paladin,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Zmigavac,Shaman,1,1,0,0,2021-08-29,2021-08-29,"[""Sanctum of Domination""]",100.0
Moodzarela,Mage,1,1,0,0,2021-08-23,2021-08-23,"[""Sanctum of Domination""]",100.0
Narue,Priest,1,1,0,0,2025-03-23,2025-03-23,"[""Liberation of Undermine""]",100.0
Jayallari,DemonHunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Callmefreak,DemonHunter,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Lazlow,Warlock,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Ragehowl,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Teacookie,Druid,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Mysticfister,Monk,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Sickboy,Hunter,1,1,0,0,2025-03-23,2025-03-23,"[""Liberation of Undermine""]",100.0
Legpress,Warrior,1,1,0,0,2025-03-25,2025-03-25,"[""Liberation of Undermine""]",100.0
Bigbeartank,Druid,18,18,0,0,2024-11-25,2024-09-29,"[""Blackrock Depths"",""Nerub-ar Palace""]",100.0
Bami,Mage,40,40,0,0,2021-04-07,2021-01-25,"[""Castle Nathria""]",100.0
Natharys,Rogue,1,1,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Gizmokaka,Warrior,2,2,0,0,2021-08-08,2021-08-08,"[""Sanctum of Domination""]",100.0
Roejogan,Warrior,3,3,0,0,2024-09-29,2024-09-15,"[""Nerub-ar Palace""]",100.0
Soggodon,Shaman,4,4,0,0,2022-01-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Pantosdktwo,DeathKnight,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Bensmonk,Unknown,1,1,0,0,2022-03-07,2022-03-07,"[""Sepulcher of the First Ones""]",100.0
Shinothensh,Hunter,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Chorus,Hunter,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Ostin,Monk,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Lyllith,DemonHunter,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Hyènewar,Warrior,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Rhangar,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Hetman,Paladin,2,2,0,0,2021-03-14,2021-03-14,"[""Castle Nathria""]",100.0
Hanjuo,Monk,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Lágértha,Mage,2,2,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Drakefire,Hunter,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Xenakaa,DemonHunter,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Nartz,Monk,1,1,0,0,2021-09-12,2021-09-12,"[""Sanctum of Domination""]",100.0
Slowding,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Mægiisk,Shaman,3,3,0,0,2025-07-30,2024-11-24,"[""Nerub-ar Palace"",""Liberation of Undermine""]",100.0
Shingû,Monk,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Mamsteri,Warlock,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Kipcak,Shaman,2,2,0,0,2021-03-21,2021-03-21,"[""Castle Nathria""]",100.0
Memre,Priest,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Pewedw,Warrior,9,9,0,0,2022-04-18,2021-11-22,"[""Sepulcher of the First Ones"",""Sanctum of Domination""]",100.0
Costorius,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Tichonus,Monk,3,3,0,0,2024-09-15,2021-01-31,"[""Nerub-ar Palace"",""Castle Nathria""]",100.0
Demanoz,DemonHunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Valennah,Mage,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Larssondemon,DemonHunter,2,2,0,0,2024-10-23,2023-12-10,"[""Blackrock Depths"",""Amirdrassil, the Dream's Hope""]",100.0
Fauxcoated,Monk,4,4,0,0,2025-09-14,2023-12-10,"[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Manaforge Omega""]",100.0
Imnotjeff,Rogue,1,1,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Vesnir,Hunter,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Crio,Mage,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Bensvoker,Evoker,5,5,0,0,2024-12-11,2024-05-08,"[""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace""]",100.0
Aelio,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Bombalomeer,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Akina,Monk,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Bensmage,Mage,4,4,0,0,2024-05-06,2023-09-13,"[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",100.0
Stråkon,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Myllykeisari,Warrior,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Velica,Druid,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Lickprick,Warrior,39,39,0,0,2022-02-02,2021-07-19,"[""Sanctum of Domination"",""Castle Nathria""]",100.0
Daydreaming,Warrior,12,12,0,0,2025-09-24,2025-08-13,"[""Manaforge Omega""]",100.0
Välan,Rogue,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Roukaarnaage,Druid,1,1,0,0,2022-08-17,2022-08-17,"[""Sepulcher of the First Ones""]",100.0
Papaja,Mage,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Elesebtalist,Shaman,1,1,0,0,2026-02-02,2026-02-02,"[""Manaforge Omega""]",100.0
Netsyy,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Magemma,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Prox,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Trixiqt,Rogue,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Pubehead,Hunter,2,2,0,0,2021-04-07,2021-04-07,"[""Castle Nathria""]",100.0
Shadowtusk,Druid,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Wahsikuzu,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Fireclap,Warrior,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Piitxu,Hunter,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Kabroina,Rogue,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Zørh,Priest,1,1,0,0,2025-03-09,2025-03-09,"[""Liberation of Undermine""]",100.0
Erdschock,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
